zip_code,population
ZCTA5 99501,16693
ZCTA5 99502,24122
ZCTA5 99503,14242
ZCTA5 99504,40786
ZCTA5 99505,6327
ZCTA5 99506,7213
ZCTA5 99507,39010
ZCTA5 99508,35835
ZCTA5 99510,257
ZCTA5 99513,0
ZCTA5 99515,22097
ZCTA5 99516,20818
ZCTA5 99517,15527
ZCTA5 99518,10804
ZCTA5 99519,745
ZCTA5 99540,324
ZCTA5 99546,127
ZCTA5 99547,87
ZCTA5 99548,66
ZCTA5 99549,70
ZCTA5 99550,259
ZCTA5 99551,638
ZCTA5 99552,364
ZCTA5 99553,932
ZCTA5 99554,570
ZCTA5 99555,208
ZCTA5 99556,2694
ZCTA5 99557,701
ZCTA5 99558,94
ZCTA5 99559,7693
ZCTA5 99561,489
ZCTA5 99563,953
ZCTA5 99564,116
ZCTA5 99565,76
ZCTA5 99566,248
ZCTA5 99567,9256
ZCTA5 99568,198
ZCTA5 99569,72
ZCTA5 99571,82
ZCTA5 99572,315
ZCTA5 99573,798
ZCTA5 99574,2548
ZCTA5 99575,152
ZCTA5 99576,2471
ZCTA5 99577,26446
ZCTA5 99578,281
ZCTA5 99579,47
ZCTA5 99580,119
ZCTA5 99581,847
ZCTA5 99583,18
ZCTA5 99585,365
ZCTA5 99586,644
ZCTA5 99587,1975
ZCTA5 99588,980
ZCTA5 99589,353
ZCTA5 99590,186
ZCTA5 99591,88
ZCTA5 99602,183
ZCTA5 99603,9518
ZCTA5 99604,1195
ZCTA5 99605,98
ZCTA5 99606,401
ZCTA5 99607,228
ZCTA5 99609,557
ZCTA5 99610,2240
ZCTA5 99611,15671
ZCTA5 99612,892
ZCTA5 99613,360
ZCTA5 99614,626
ZCTA5 99615,12770
ZCTA5 99620,565
ZCTA5 99621,705
ZCTA5 99622,252
ZCTA5 99624,95
ZCTA5 99625,112
ZCTA5 99626,267
ZCTA5 99627,416
ZCTA5 99628,475
ZCTA5 99630,173
ZCTA5 99631,348
ZCTA5 99632,768
ZCTA5 99633,578
ZCTA5 99634,340
ZCTA5 99636,521
ZCTA5 99637,650
ZCTA5 99638,30
ZCTA5 99639,863
ZCTA5 99640,208
ZCTA5 99641,403
ZCTA5 99643,243
ZCTA5 99644,343
ZCTA5 99645,24992
ZCTA5 99647,26
ZCTA5 99648,98
ZCTA5 99649,71
ZCTA5 99650,510
ZCTA5 99651,53
ZCTA5 99652,4071
ZCTA5 99653,158
ZCTA5 99654,52551
ZCTA5 99655,635
ZCTA5 99656,27
ZCTA5 99657,402
ZCTA5 99658,704
ZCTA5 99659,393
ZCTA5 99660,643
ZCTA5 99661,1190
ZCTA5 99662,534
ZCTA5 99663,449
ZCTA5 99664,5014
ZCTA5 99665,64
ZCTA5 99666,143
ZCTA5 99667,35
ZCTA5 99668,77
ZCTA5 99669,14178
ZCTA5 99670,57
ZCTA5 99671,576
ZCTA5 99672,3423
ZCTA5 99674,1315
ZCTA5 99676,1329
ZCTA5 99677,47
ZCTA5 99678,1021
ZCTA5 99679,433
ZCTA5 99680,409
ZCTA5 99681,312
ZCTA5 99682,465
ZCTA5 99683,604
ZCTA5 99684,743
ZCTA5 99685,4167
ZCTA5 99686,3976
ZCTA5 99688,2834
ZCTA5 99689,570
ZCTA5 99690,343
ZCTA5 99691,47
ZCTA5 99692,95
ZCTA5 99693,222
ZCTA5 99694,1438
ZCTA5 99695,0
ZCTA5 99701,18748
ZCTA5 99702,2628
ZCTA5 99703,6968
ZCTA5 99704,37
ZCTA5 99705,23904
ZCTA5 99706,0
ZCTA5 99709,31235
ZCTA5 99712,11798
ZCTA5 99714,1164
ZCTA5 99720,126
ZCTA5 99721,344
ZCTA5 99722,104
ZCTA5 99723,4224
ZCTA5 99724,88
ZCTA5 99726,64
ZCTA5 99727,527
ZCTA5 99729,180
ZCTA5 99730,122
ZCTA5 99732,0
ZCTA5 99733,74
ZCTA5 99734,831
ZCTA5 99736,87
ZCTA5 99737,5012
ZCTA5 99738,155
ZCTA5 99739,354
ZCTA5 99740,517
ZCTA5 99741,559
ZCTA5 99742,719
ZCTA5 99743,1013
ZCTA5 99744,208
ZCTA5 99745,80
ZCTA5 99746,352
ZCTA5 99747,258
ZCTA5 99748,193
ZCTA5 99749,348
ZCTA5 99750,453
ZCTA5 99751,121
ZCTA5 99752,3596
ZCTA5 99753,340
ZCTA5 99754,112
ZCTA5 99755,359
ZCTA5 99756,92
ZCTA5 99757,16
ZCTA5 99758,239
ZCTA5 99759,301
ZCTA5 99760,976
ZCTA5 99761,465
ZCTA5 99762,3980
ZCTA5 99763,708
ZCTA5 99764,322
ZCTA5 99765,289
ZCTA5 99766,894
ZCTA5 99767,20
ZCTA5 99768,224
ZCTA5 99769,726
ZCTA5 99770,688
ZCTA5 99771,233
ZCTA5 99772,633
ZCTA5 99773,368
ZCTA5 99774,61
ZCTA5 99775,1008
ZCTA5 99776,132
ZCTA5 99777,252
ZCTA5 99778,274
ZCTA5 99780,1569
ZCTA5 99781,160
ZCTA5 99782,645
ZCTA5 99783,108
ZCTA5 99784,164
ZCTA5 99785,337
ZCTA5 99786,240
ZCTA5 99788,59
ZCTA5 99789,487
ZCTA5 99790,58
ZCTA5 99791,290
ZCTA5 99801,29356
ZCTA5 99820,427
ZCTA5 99824,2263
ZCTA5 99825,67
ZCTA5 99826,511
ZCTA5 99827,2629
ZCTA5 99829,760
ZCTA5 99830,413
ZCTA5 99832,110
ZCTA5 99833,3380
ZCTA5 99835,8909
ZCTA5 99836,29
ZCTA5 99840,1050
ZCTA5 99841,138
ZCTA5 99901,13577
ZCTA5 99903,7
ZCTA5 99918,102
ZCTA5 99919,558
ZCTA5 99921,2031
ZCTA5 99922,411
ZCTA5 99923,77
ZCTA5 99925,673
ZCTA5 99926,1624
ZCTA5 99927,75
ZCTA5 99929,2361
ZCTA5 99761,465
ZCTA5 99762,3980
ZCTA5 99763,708
ZCTA5 99764,322
ZCTA5 99765,289
ZCTA5 99766,894
ZCTA5 99767,20
ZCTA5 99768,224
ZCTA5 99769,726
ZCTA5 99770,688
ZCTA5 99771,233
ZCTA5 99772,633
ZCTA5 99773,368
ZCTA5 99774,61
ZCTA5 99775,1008
ZCTA5 99776,132
ZCTA5 99777,252
ZCTA5 99778,274
ZCTA5 99780,1569
ZCTA5 99781,160
ZCTA5 99782,645
ZCTA5 99783,108
ZCTA5 99784,164
ZCTA5 99785,337
ZCTA5 99786,240
ZCTA5 99788,59
ZCTA5 99789,487
ZCTA5 99790,58
ZCTA5 99791,290
ZCTA5 99801,29356
ZCTA5 99820,427
ZCTA5 99824,2263
ZCTA5 99825,67
ZCTA5 99826,511
ZCTA5 99827,2629
ZCTA5 99829,760
ZCTA5 99830,413
ZCTA5 99832,110
ZCTA5 99833,3380
ZCTA5 99835,8909
ZCTA5 99836,29
ZCTA5 99840,1050
ZCTA5 99841,138
ZCTA5 99901,13577
ZCTA5 99903,7
ZCTA5 99918,102
ZCTA5 99919,558
ZCTA5 99921,2031
ZCTA5 99922,411
ZCTA5 99923,77
ZCTA5 99925,673
ZCTA5 99926,1624
ZCTA5 99927,75
ZCTA5 99929,2361
