Record,DenID,Spring_year,Data_source,Discovery_method,Latitude,Longitude,Confirmation,Substrate,Position_method,Horizontal_error_m
530,1148,2018,USFWS-ADFG,REPORT,70.3288,-148.235,C,L,field gps,30
